game_id,turn,north_view,south_view,east_view,west_view,action,reward
20250417_121952_2393,15,000R0W,S000W,0000W,00000W,north,-1
20250417_121952_2393,16,00R0W,SS000W,0000W,00000W,east,-1
20250417_121952_2393,17,0000W,00000W,000W,S00000W,east,-1
20250417_121952_2393,18,0000W,00000W,00W,SS00000W,east,-1
20250417_121952_2393,19,0000W,00000W,0W,SS000000W,west,-1
20250417_121952_2393,20,0000W,00000W,W,SS0000000W,north,-1
20250417_121952_2393,21,000W,S00000W,W,000000000W,north,-1
20250417_121952_2393,22,00W,SS00000W,W,000000000W,east,-1000
20250417_121956_2575,0,000000W,000W,0W,SS000000W,east,-1
20250417_121956_2575,1,000000W,000W,S0W,0000000W,west,-1
20250417_121956_2575,2,000000W,000W,SS0W,000000W,south,-1
20250417_121956_2575,3,S000000W,00W,000W,000000W,east,-1
20250417_121956_2575,4,0000000W,00W,00W,S000000W,north,-1
20250417_121956_2575,5,000000W,S00W,00W,0000000W,south,-1
20250417_121956_2575,6,00000W,SS00W,00W,0000R00W,north,-1
20250417_121956_2575,7,0000W,SS000W,00W,0000000W,south,-1
20250417_121956_2575,8,000W,SS0000W,00W,0000000W,east,-1
20250417_121956_2575,9,000W,000000W,0W,S0000000W,west,-1
20250417_121956_2575,10,000W,000000W,W,SS0000000W,east,-1000
20250417_121958_7529,0,000W,000000W,00W,SS00000W,west,-1
20250417_121958_7529,1,000W,000000W,S00W,000000W,west,-1
20250417_121958_7529,2,R00W,000000W,SS00W,00000W,north,-100
20250417_121958_7529,3,00W,S000000W,0000W,00000W,north,-1
20250417_121958_7529,4,0W,S0000000W,0000W,00000W,north,-1
20250417_121958_7529,5,W,S00000000W,0000W,00000W,east,-1
20250417_121958_7529,6,W,0000R0000W,000W,S00000W,north,-1000
20250417_122000_6457,0,00000W,0000W,000W,SS0000W,west,-1
20250417_122000_6457,1,00000W,0000W,S000W,00000W,south,-1
20250417_122000_6457,2,S00000W,000W,0000W,00000W,south,-1
20250417_122000_6457,3,SS00000W,00W,0000W,00000W,east,-1
20250417_122000_6457,4,0000000W,00W,000W,S00000W,west,-1
20250417_122000_6457,5,0000000W,00W,00W,SS00000W,south,-1
20250417_122000_6457,6,S0000000W,0W,00W,00G0000W,east,-1
20250417_122000_6457,7,0000000RW,0W,0W,S00G0000W,south,-1
20250417_122000_6457,8,S0000000RW,W,0W,00000000W,west,-1
20250417_122000_6457,9,000000000W,W,S0W,0000000W,south,-1000
20250417_122001_6339,0,0000W,0R000W,SS000000W,0W,east,-1
20250417_122001_6339,1,000GW,00000W,0000000W,S0W,north,-1
20250417_122001_6339,2,00GW,S00000W,0000000W,00W,east,-1
20250417_122001_6339,3,000W,000000W,000000W,S00W,east,-1
20250417_122001_6339,4,000W,000000W,00000W,SS00W,north,-1
20250417_122001_6339,5,00W,S000000W,00000W,0000W,south,-1
20250417_122001_6339,6,0W,SS000000W,000G0W,0000W,north,-1
20250417_122001_6339,7,W,SS0000000W,00000W,0G00W,east,-1
20250417_122001_6339,8,W,000000000W,0000W,S0G00W,west,-1
20250417_122001_6339,9,W,000000000W,000W,SS0G00W,south,-1
20250417_122001_6339,10,SW,00000000W,0G0W,000000W,east,-1
20250417_122001_6339,11,0W,00000000W,G0W,S000000W,east,500
20250417_122001_6339,12,0W,00000000W,0W,SS000000W,south,-1
20250417_122001_6339,13,S0W,G000000W,0W,00000000W,south,500
20250417_122001_6339,14,SS0W,000000W,0W,00000000W,west,-1
20250417_122001_6339,15,0S0W,000000W,S0W,0000000W,east,-1
20250417_122001_6339,16,000W,000000W,SS0W,000000W,north,-1
20250417_122001_6339,17,00W,S000000W,0S0W,000000W,south,-1
20250417_122001_6339,18,0W,SS000000W,000W,000000W,east,-1
20250417_122001_6339,19,0W,0S000000W,00W,S000000W,east,-1
20250417_122001_6339,20,0W,00000000W,0W,SS000000W,north,-1
20250417_122001_6339,21,W,S00000000W,0W,00000G00W,west,-1
20250417_122001_6339,22,W,S00000000W,S0W,0000G00W,west,-1
20250417_122001_6339,23,W,000000000W,SS0W,000G00W,west,-1
20250417_122001_6339,24,W,000000000W,SSS0W,00G00W,north,-1000
20250417_122006_7027,0,G00000W,000W,SS000W,0000W,west,-1
20250417_122006_7027,1,000000W,000W,0000W,S0000W,north,-1
20250417_122006_7027,2,00000W,S000W,0000W,G00G0W,east,-1
20250417_122006_7027,3,00000W,0000W,000W,SG00G0W,east,-1
20250417_122006_7027,4,00000W,0000W,00W,SSG00G0W,west,-1
20250417_122006_7027,5,00000W,0000W,0W,SS0G00G0W,west,-1
20250417_122006_7027,6,00000W,0000W,W,SS00G00G0W,north,-1
20250417_122006_7027,7,0000W,S0000W,W,000000000W,north,-1
20250417_122006_7027,8,000W,SS0000W,W,000000000W,east,-1000
20250417_122008_1013,0,000W,000000W,0W,SS000000W,east,-1
20250417_122008_1013,1,000W,000000W,S0W,0000000W,west,-1
20250417_122008_1013,2,000W,000000W,SS0W,000000W,west,-1
20250417_122008_1013,3,000W,000000W,SS00W,00000W,east,-1
20250417_122008_1013,4,0R0W,000000W,SS000W,0000W,north,-1
20250417_122008_1013,5,R0W,S000000W,00000W,0000W,north,-100
20250417_122008_1013,6,0W,SS000000W,00000W,0000W,west,-1
20250417_122008_1013,7,0W,00000000W,S00000W,000W,east,-1
20250417_122008_1013,8,0W,00000000W,S000000W,00W,east,-1
20250417_122008_1013,9,0W,00R00000W,S0000000W,0W,east,-1
20250417_122008_1013,10,0W,0000G00GW,S00000000W,W,west,-1000
20250417_122220_9556,0,000W,00G000W,SS000W,0000W,south,-1
20250417_122220_9556,1,S000W,0G000W,00000W,0000W,east,-1
20250417_122220_9556,2,0000W,00000W,0000W,S0000W,west,-1
20250417_122220_9556,3,0R00W,00000W,000W,SS0000W,north,-1
20250417_122220_9556,4,R00W,S00000W,000W,000000W,south,-100
20250417_122220_9556,5,00W,SS00000W,0G0W,000000W,north,-1
20250417_122220_9556,6,0W,S0000000W,000W,000000W,west,-1
20250417_122220_9556,7,0W,00000000W,S000W,00000W,east,-1
20250417_122220_9556,8,0W,0000G000W,S0000W,0000W,north,-1
20250417_122220_9556,9,W,S0000G000W,00000W,0000W,north,-1000
20250417_122222_8190,0,00000W,0000W,00W,SS00000W,north,-1
20250417_122222_8190,1,0000W,S0000W,00W,0000000W,south,-1
20250417_122222_8190,2,000W,SS0000W,00W,0000000W,south,-1
20250417_122222_8190,3,00W,SS00000W,00W,0000000W,east,-1
20250417_122222_8190,4,00W,0000000W,0W,S0000000W,south,-1
20250417_122222_8190,5,S00W,000000W,0W,00000000W,south,-1
20250417_122222_8190,6,SS00W,00000W,0W,00000000W,east,-1
20250417_122222_8190,7,0000W,00000W,W,S00000000W,east,-1000
20250417_122224_4882,0,0GW,SS00000W,000000W,000W,west,-1
20250417_122224_4882,1,00W,0000000W,S000000W,00W,east,-1
20250417_122224_4882,2,00W,0000000W,SS000000W,0W,west,-1
20250417_122224_4882,3,00W,0000000W,SS0000000W,W,south,-1
20250417_122224_4882,4,S00W,000000W,000000000W,W,east,-1
20250417_122224_4882,5,000W,000000W,00000000W,SW,east,-1
20250417_122224_4882,6,000W,000000W,0000000W,SSW,south,-1
20250417_122224_4882,7,S000W,00000W,0000000W,00W,south,-1
20250417_122224_4882,8,SS000W,0000W,0R00000W,00W,west,-1
20250417_122224_4882,9,00000W,0000W,S0R00000W,0W,west,-1
20250417_122224_4882,10,00000W,0000W,SS0R00000W,W,east,-1000
20250417_122226_1495,0,00R0W,00000W,0000W,SS000W,west,-1
20250417_122226_1495,1,0000W,00000W,S0000W,0000W,east,-1
20250417_122226_1495,2,0000W,00000W,SS0000W,000W,west,-1
20250417_122226_1495,3,0000W,00000W,SS00000W,00W,north,-1
20250417_122226_1495,4,000W,S00000W,0000G00W,00W,south,-1
20250417_122226_1495,5,00W,SS00000W,0000000W,00W,south,-1
20250417_122226_1495,6,0W,SS000000W,00R000GW,00W,south,-1
20250417_122226_1495,7,W,SS0000000W,0000000W,00W,south,-1000
20250417_122227_6438,0,000W,SS0000W,00000W,0000W,west,-1
20250417_122227_6438,1,000W,000000W,S00000W,000W,south,-1
20250417_122227_6438,2,S000W,00000W,00G000W,000W,north,-1
20250417_122227_6438,3,SS000W,0000W,000000W,0G0W,north,-1
20250417_122227_6438,4,SS0000W,000W,000000W,000W,east,-1
20250417_122227_6438,5,000000W,000W,00000W,S000W,south,-1
20250417_122227_6438,6,S000000W,00W,0000RW,0000W,south,-1
20250417_122227_6438,7,SS000000W,0W,00000W,0000W,east,-1
20250417_122227_6438,8,00000000W,0W,0000W,S0000W,south,-1
20250417_122227_6438,9,S00000000W,W,0000W,00000W,west,-1
20250417_122227_6438,10,000000000W,W,S0000W,0000W,east,-1
20250417_122227_6438,11,000000000W,W,SS0000W,000W,north,-1
20250417_122227_6438,12,00000000W,SW,000000W,000W,west,-1
20250417_122227_6438,13,00000000W,0W,S000000W,00W,north,-1
20250417_122227_6438,14,0000000W,S0W,000000RW,00W,east,-1
20250417_122227_6438,15,0000000W,00W,00000RW,S00W,north,-1
20250417_122227_6438,16,000000W,S00W,000000W,000W,north,-1
20250417_122227_6438,17,00000W,SS00W,000000W,0G0W,south,-1
20250417_122227_6438,18,0000W,SS000W,00G000W,000W,north,-1
20250417_122227_6438,19,000W,SS0000W,000000W,000W,north,-1
20250417_122227_6438,20,00W,SS00000W,000000W,000W,west,-1
20250417_122227_6438,21,00W,0000000W,S000000W,00W,east,-1
20250417_122227_6438,22,00W,00G0000W,SS000000W,0W,south,-1
20250417_122227_6438,23,S00W,0G0000W,00000000W,0W,west,-1
20250417_122227_6438,24,000W,000000W,S00000000W,W,north,-1
20250417_122227_6438,25,00W,S000000W,000000000W,W,west,-1000
20250417_122232_5829,0,000W,000000W,SS000000W,0W,east,-1
20250417_122232_5829,1,000W,000000W,0000000W,S0W,east,-1
20250417_122232_5829,2,000W,000000W,000000W,SS0W,south,-1
20250417_122232_5829,3,S000W,00000W,000000W,00GW,west,-1
20250417_122232_5829,4,0000W,00000W,S000000W,0GW,east,-1
20250417_122232_5829,5,0000W,00000W,SS000000W,GW,east,500
20250417_122232_5829,6,0000W,00000W,SS0000000W,W,north,-1
20250417_122232_5829,7,000W,S00000W,000000000W,W,south,-1
20250417_122232_5829,8,00W,SS00000W,0000G0000W,W,east,-1
20250417_122232_5829,9,00W,0000000W,000G0000W,SW,east,-1
20250417_122232_5829,10,00W,0000000W,00G0000W,SSW,south,-1
20250417_122232_5829,11,S00W,000000W,0000000W,00W,north,-1
20250417_122232_5829,12,SS00W,00000W,0000000W,00W,north,-1
20250417_122232_5829,13,SSS00W,0000W,0000G00W,00W,south,-1
20250417_122232_5829,14,SSS000W,000W,000R000W,00W,north,-1
20250417_122232_5829,15,SSS0000W,00W,0000000W,00W,south,-1
20250417_122232_5829,16,SSS00000W,0W,0000000W,00W,west,-1
20250417_122232_5829,17,00000000W,0W,S0000000W,0W,south,-1
20250417_122232_5829,18,S00000000W,W,00000000W,0W,west,-1
20250417_122232_5829,19,000000000W,W,S00000000W,W,south,-1000
20250417_122236_2589,0,00W,SS00000W,0000W,00000W,east,-1
20250417_122236_2589,1,00W,0000000W,000W,S00000W,north,-1
20250417_122236_2589,2,0W,S0000000W,000W,000000W,north,-1
20250417_122236_2589,3,W,SS0000000W,000W,0000G0W,north,-1000
20250417_122237_2711,0,00W,SS00000W,000W,000000W,east,-1
20250417_122237_2711,1,R0W,00G0000W,00W,S000000W,south,-1
20250417_122237_2711,2,SR0W,0G0000W,00W,0000000W,south,-1
20250417_122237_2711,3,SSR0W,G0000W,00W,000000GW,south,500
20250417_122237_2711,4,SS0R0W,0000W,00W,0000000W,south,-1
20250417_122237_2711,5,SSS0R0W,000W,00W,0000000W,south,-1
20250417_122237_2711,6,SSS00R0W,00W,00W,0G00000W,west,-1
20250417_122237_2711,7,0000000W,00W,S00W,G00000W,south,-1
20250417_122237_2711,8,S0000000W,0W,000W,000000W,east,-1
20250417_122237_2711,9,S00000R0W,0W,00W,S000000W,east,-1
20250417_122237_2711,10,00000000W,0W,0W,SS000000W,north,-1
20250417_122237_2711,11,0000000W,S0W,0W,00G00000W,south,-1
20250417_122237_2711,12,000000W,SS0W,0W,00000000W,east,-1
20250417_122237_2711,13,000000W,000W,W,S00000000W,south,-1
20250417_122237_2711,14,S000000W,00W,W,S00G00000W,east,-1000
20250417_122240_4959,0,00000W,0000W,SS000000W,0W,west,-1
20250417_122240_4959,1,00000W,0000W,0000000W,S0W,north,-1
20250417_122240_4959,2,0000W,S0000W,0000000W,00W,west,-1
20250417_122240_4959,3,0000W,00000W,S0000000W,0W,south,-1
20250417_122240_4959,4,S0000W,0000W,00000000W,0W,south,-1
20250417_122240_4959,5,SS0000W,000W,00000000W,0W,north,-1
20250417_122240_4959,6,SS00000W,00W,00G00000W,0W,east,-1
20250417_122240_4959,7,0000000W,00W,0G00000W,S0W,south,-1
20250417_122240_4959,8,S0000000W,0W,0000000W,00W,east,-1
20250417_122240_4959,9,00000000W,0W,000000W,S00W,north,-1
20250417_122240_4959,10,0000000W,S0W,G00000W,000W,east,500
20250417_122240_4959,11,0000000W,00W,00000W,S000W,east,-1
20250417_122240_4959,12,0000000W,00W,0000W,SS000W,west,-1
20250417_122240_4959,13,0000000W,00W,000W,SSS000W,north,-1
20250417_122240_4959,14,000000W,S00W,000W,000000W,north,-1
20250417_122240_4959,15,00000W,SS00W,000W,000000W,south,-1
20250417_122240_4959,16,0000W,SSS00W,000W,0000G0W,north,-1
20250417_122240_4959,17,000W,SSS000W,R00W,000000W,north,-1
20250417_122240_4959,18,00W,SSS0000W,000W,000000W,south,-1
20250417_122240_4959,19,0W,SSS00000W,00GW,000000W,west,-1
20250417_122240_4959,20,0W,00000000W,S00GW,00000W,east,-1
20250417_122240_4959,21,0W,00000000W,SS00GW,0000W,south,-1
20250417_122240_4959,22,S0W,0000000W,00000W,0000W,east,-1
20250417_122240_4959,23,S0W,0000000W,0000W,S0000W,north,-1
20250417_122240_4959,24,0W,S0000000W,000GW,S0000W,west,-1
20250417_122240_4959,25,0W,S0000000W,S000GW,0000W,south,-1
20250417_122240_4959,26,S0W,0000000W,S0000W,0000W,north,-1
20250417_122240_4959,27,SS0W,000000W,00R00W,0000W,west,-1
20250417_122240_4959,28,000W,000000W,S00R00W,000W,east,-1
20250417_122240_4959,29,000W,000000W,SS00R00W,00W,west,-1
20250417_122240_4959,30,000W,G00000W,SSS00R00W,0W,east,-1
20250417_122240_4959,31,000W,000000W,SSS000R00W,W,north,-1
20250417_122240_4959,32,00W,S000000W,000000000W,W,west,-1000
20250417_122246_2615,0,000W,SS0000W,0R0000W,000W,east,-1
20250417_122246_2615,1,000W,000000W,R0000W,S000W,east,-100
20250417_122246_2615,2,000W,00G000W,0000W,SS000W,west,-1
20250417_122246_2615,3,000W,000000W,000W,S00000W,north,-1
20250417_122246_2615,4,00W,S000000W,000W,000000W,south,-1
20250417_122246_2615,5,0W,S0000000W,000W,000000W,north,-1
20250417_122246_2615,6,W,S00000000W,000W,000000W,south,-1000
20250417_131653_1849,0,00000W,0000W,0W,SS000000W,south,-1
20250417_131653_1849,1,S00000W,000W,0W,00000000W,south,-1
20250417_131653_1849,2,SS00000W,00W,GW,00000000W,north,-1
20250417_131653_1849,3,SS000000W,0W,0W,00000000W,north,-1
20250417_131653_1849,4,SS0000000W,W,0W,00000G00W,west,-1
20250417_131653_1849,5,000000000W,W,S0W,0000G00W,west,-1
20250417_131653_1849,6,000000R00W,W,SS0W,000G00W,west,-1
20250417_131653_1849,7,000000000W,W,SS00W,00G00W,south,-1000
20250417_131654_8966,0,000W,000000W,SS0000W,000W,north,-1
20250417_131654_8966,1,00W,S000000W,000000W,00RW,north,-1
20250417_131654_8966,2,0W,SS000000W,000000W,000W,north,-1
20250417_131654_8966,3,W,SS0000000W,000000W,000W,east,-1
20250417_131654_8966,4,W,000000000W,00000W,S000W,west,-1
20250417_131654_8966,5,W,000000000W,0000W,SS000W,south,-1
20250417_131654_8966,6,SW,00000000W,0000W,00000W,west,-1
20250417_131654_8966,7,0W,00000000W,S0000W,0000W,east,-1
20250417_131654_8966,8,0W,00000000W,SS0000W,000W,east,-1
20250417_131654_8966,9,0W,00000G00W,SS00000W,00W,south,-1
20250417_131654_8966,10,S0W,0000G00W,0000000W,0RW,north,-1
20250417_131654_8966,11,SS0W,000G00W,0000000W,00W,east,-1
20250417_131654_8966,12,000W,000000W,000000W,S00W,south,-1
20250417_131654_8966,13,S000W,00000W,000000W,000W,west,-1
20250417_131654_8966,14,0000W,00G00W,S000000W,00W,north,-1
20250417_131654_8966,15,000W,S00G00W,0000000W,00W,north,-1
20250417_131654_8966,16,00W,SS00G00W,0000000W,0RW,west,-1
20250417_131654_8966,17,00W,0000000W,S0000000W,RW,north,-1
20250417_131654_8966,18,0W,S0000000W,00000000W,0W,east,-1
20250417_131654_8966,19,0W,00000G00W,0000000W,S0W,south,-1
20250417_131654_8966,20,S0W,0000G00W,0000000W,0RW,north,-1
20250417_131654_8966,21,SS0W,000G00W,0000000W,00W,east,-1
20250417_131654_8966,22,000W,000000W,000000W,S00W,north,-1
20250417_131654_8966,23,00W,S000000W,000000W,00RW,east,-1
20250417_131654_8966,24,00W,0000000W,00000W,S00RW,east,-1
20250417_131654_8966,25,00W,0000000W,0000W,SS00RW,west,-1
20250417_131654_8966,26,00W,0000000W,000W,SS000RW,east,-1
20250417_131654_8966,27,00W,0000000W,00W,SS0000RW,north,-1
20250417_131654_8966,28,0W,S0000000W,00W,0000000W,south,-1
20250417_131654_8966,29,W,SS0000000W,00W,0000000W,west,-1
20250417_131654_8966,30,W,000000000W,S00W,000000W,south,-1
20250417_131654_8966,31,SW,00000000W,000W,000000W,east,-1
20250417_131654_8966,32,0W,00000000W,00W,S000000W,south,-1
20250417_131654_8966,33,S0W,0000000W,00W,000000RW,south,-1
20250417_131654_8966,34,SS0W,000000W,00W,0000000W,south,-1
20250417_131654_8966,35,SS00W,00000W,00W,0000000W,south,-1
20250417_131654_8966,36,SS000W,0000W,G0W,0000000W,east,500
20250417_131654_8966,37,00000W,0000W,0W,S0000000W,north,-1
20250417_131654_8966,38,0000W,S0000W,0W,S0000000W,north,-1
20250417_131654_8966,39,000W,SS0000W,0W,00000000W,south,-1
20250417_131654_8966,40,00W,SSS0000W,0W,0000000RW,north,-1
20250417_131654_8966,41,0W,SSS00000W,0W,00000000W,east,-1
20250417_131654_8966,42,0W,00000000W,W,S00000000W,east,-1000
20250417_131703_4627,0,00000W,0000W,SS000G0W,00W,west,-1
20250417_131703_4627,1,00000W,R000W,0000G0W,S00W,west,-1
20250417_131703_4627,2,00000W,0000W,000G0W,SS00W,west,-1
20250417_131703_4627,3,00000W,0000W,00G0W,SS000W,west,-1
20250417_131703_4627,4,00000W,0000W,0G0W,SS0000W,south,-1
20250417_131703_4627,5,S00000W,000W,000W,00R000W,east,-1
20250417_131703_4627,6,000000W,00GW,00W,S00R000W,west,-1
20250417_131703_4627,7,G00000W,000W,0W,SS00R000W,south,-1
20250417_131703_4627,8,SG00000W,00W,0W,00000000W,east,-1
20250417_131703_4627,9,0000000W,00W,W,S00000000W,west,-1000
20250417_131705_9189,0,0000W,SS000W,00000W,G000W,west,500
20250417_131705_9189,1,0000W,0000GW,S00000W,000W,south,-1
20250417_131705_9189,2,S0000W,000GW,S0000RW,000W,west,-1
20250417_131705_9189,3,00000W,0000W,S00000RW,00W,west,-1
20250417_131705_9189,4,00000W,00G0W,SS00000RW,0W,north,-1
20250417_131705_9189,5,0000W,S00G0W,00000000W,0W,north,-1
20250417_131705_9189,6,000W,SS00G0W,00000000W,0W,west,-1
20250417_131705_9189,7,000W,000000W,S00000000W,W,west,-1000
20250417_131706_6498,0,0000W,SS000W,000W,000000W,west,-1
20250417_131706_6498,1,0000W,00000W,S000W,00000W,north,-1
20250417_131706_6498,2,000W,S00000W,000GW,00000W,west,-1
20250417_131706_6498,3,R00W,000000W,S000GW,0000W,west,-1
20250417_131706_6498,4,000W,000000W,SS000GW,000W,west,-1
20250417_131706_6498,5,000W,000000W,SS0000GW,00W,north,-1
20250417_131706_6498,6,00W,S000000W,0R00000W,00W,east,-1
20250417_131706_6498,7,00W,0000000W,R00000W,S00W,south,-1
20250417_131706_6498,8,S00W,000000W,00000GW,000W,south,-1
20250417_131706_6498,9,SS00W,00000W,000000W,000W,west,-1
20250417_131706_6498,10,0000W,00000W,S000000W,00W,north,-1
20250417_131706_6498,11,000W,S00000W,000000GW,00W,south,-1
20250417_131706_6498,12,00W,SS00000W,0R00000W,00W,east,-1
20250417_131706_6498,13,00W,0000000W,R00000W,S00W,east,-100
20250417_131706_6498,14,00W,0000000W,00000W,SS00W,south,-1
20250417_131706_6498,15,S00W,000000W,0000GW,0000W,west,-1
20250417_131706_6498,16,000W,000000W,S0000GW,000W,west,-1
20250417_131706_6498,17,000W,000000W,S00000GW,00W,north,-1
20250417_131706_6498,18,00W,S000000W,0000000W,00W,east,-1
20250417_131706_6498,19,00W,0000000W,000000W,S00W,north,-1
20250417_131706_6498,20,0W,S0000000W,000000W,000W,south,-1
20250417_131706_6498,21,W,S00000000W,000000W,000W,east,-1
20250417_131706_6498,22,W,000000000W,00000W,S000W,west,-1
20250417_131706_6498,23,W,000000000W,0000W,S0000W,south,-1
20250417_131706_6498,24,SW,00000000W,0000W,00000W,north,-1
20250417_131706_6498,25,S0W,0000000W,0000W,00000W,west,-1
20250417_131706_6498,26,00W,0000000W,S0000W,0000W,west,-1
20250417_131706_6498,27,00W,0000000W,S00000W,000W,south,-1
20250417_131706_6498,28,S00W,000000W,00000GW,000W,west,-1
20250417_131706_6498,29,000W,000000W,S00000GW,00W,south,-1
20250417_131706_6498,30,S000W,00000W,0000000W,00W,north,-1
20250417_131706_6498,31,S0000W,0000W,0000000W,00W,west,-1
20250417_131706_6498,32,00000W,R000W,S0000000W,0W,north,-1
20250417_131706_6498,33,0000W,SR000W,00000000W,0W,east,-1
20250417_131706_6498,34,0000W,00000W,0000000W,S0W,west,-1
20250417_131706_6498,35,0000W,00000W,000000W,S00W,north,-1
20250417_131706_6498,36,000W,S00000W,00000GW,000W,west,-1
20250417_131706_6498,37,000W,000000W,S00000GW,00W,east,-1
20250417_131706_6498,38,000W,00R000W,S000000GW,0W,north,-1
20250417_131706_6498,39,00W,S00R000W,00000000W,0W,north,-1
20250417_131706_6498,40,0W,S000R000W,00000000W,0W,west,-1
20250417_131706_6498,41,0W,00000000W,S00000000W,W,north,-1
20250417_131706_6498,42,W,S00000000W,000000000W,W,south,-1000
20250417_131715_8861,0,0000W,00000W,SS0000W,000W,north,-1
20250417_131715_8861,1,000W,S00000W,000000W,000W,east,-1
20250417_131715_8861,2,000W,000000W,00000W,S000W,south,-1
20250417_131715_8861,3,S000W,00000W,00000W,0000W,north,-1
20250417_131715_8861,4,SS000W,0000W,00000W,0000W,east,-1
20250417_131715_8861,5,00000W,0000W,0000W,S0000W,east,-1
20250417_131715_8861,6,00000W,0000W,000W,SS0000W,south,-1
20250417_131715_8861,7,S00000W,000W,000W,000000W,north,-1
20250417_131715_8861,8,SS00000W,00W,000W,000G00W,east,-1
